userId,itemId,rating
522,37729,3.5
24,56251,4.5
392,350,3
548,4239,3.5
441,587,5
475,423,2
228,296,4
552,6484,3
600,5445,5
43,30707,4.5
82,44195,4
514,434,3
542,1089,5
68,2985,3
528,2268,3
475,5135,4
159,1772,3
453,106072,3.5
528,2407,4
0,3996,3
460,4005,3
182,3578,4
201,2617,3
518,12,5
192,44,4
149,68205,3.5
356,587,3
455,53972,3
266,8581,4
188,1210,5
266,1845,4
501,3029,2
549,7371,4.5
295,111113,2.5
296,60684,4
370,165,5
149,5989,4
431,89864,3.5
475,57,3
270,39,3.5
453,83134,5
231,1562,3
108,1261,5
514,3176,1
542,2805,4
514,494,4
108,7115,3.5
500,3535,3
110,3105,4
382,2826,3
80,5025,1
592,92259,5
552,44788,3.5
218,46855,4.5
185,4014,3.5
547,524,5
446,2078,4
475,1094,3
2,216,4.5
360,2949,3
68,1259,3
551,7361,5
315,2623,1
171,898,4
178,6870,4
323,2916,5
126,203,3
339,8183,3.5
370,802,5
99,1196,4
471,2628,2.5
62,1088,3
513,597,4
493,79879,0.5
565,6638,2.5
263,515,3
565,551,3.5
111,1104,5
286,122902,3
1,3534,3
294,296,4
431,95,3.5
67,527,4
548,58559,4.5
514,102445,4
171,3497,3
131,3030,5
573,551,4
266,252,2.5
349,2412,2
24,1199,4.5
366,152284,3.5
178,3639,2.5
272,4886,4
36,912,4
591,296,4.5
500,5225,4
367,678,3.5
177,5952,5
108,102070,3
570,318,5
314,1097,4.5
337,2770,3
171,1185,4
352,527,5
92,780,3
12,1396,4
149,6796,3.5
541,6539,5
336,72641,4
71,16,3.5
525,3275,4.5
100,45722,3.5
314,2011,5
246,2011,3
510,80858,3.5
534,54286,4
105,6666,4.5
150,292,4
352,1721,2
171,906,5
215,17,3
294,94777,3
576,5528,4
405,2160,2
519,802,3
171,25996,3.5
108,58295,3.5
429,237,4
171,5502,4.5
318,2959,5
272,45074,2.5
359,186,3
246,1234,3
475,1476,4
111,6787,4
552,1028,3.5
609,2194,4
108,55282,3
597,1193,5
127,1610,3.5
192,98491,4
490,527,5
246,2617,3
316,356,5
221,158,4
446,597,4
110,32728,4
257,527,5
530,1278,5
455,64197,4.5
181,1587,4
519,1609,3.5
110,7767,5
275,235,3
402,2583,4
171,6289,3.5
0,3421,5
431,1515,3
108,107997,3
417,110,4
123,1955,4
105,31658,3.5
286,3967,4
323,59784,4
0,364,5
62,4865,3
65,147378,3.5
431,68952,4
537,8360,3.5
146,249,2
218,924,2
86,2002,0.5
547,364,4.5
479,69122,3
600,75985,4.5
279,1262,4.5
108,27441,4
354,55768,2.5
565,7030,2.5
218,1580,4
547,277,4.5
66,2020,4
367,55363,5
83,431,3
452,1200,4
122,2353,5
420,608,4.5
206,84374,3
523,5943,4.5
39,2596,4
276,6565,3.5
385,1396,3
453,4361,2
16,4246,3
134,110553,2
504,32179,4
517,1020,3
44,122924,1.5
499,296,4.5
475,43396,3
95,2145,4
555,48385,1.5
565,2552,1
0,172497,4
588,5679,0.5
186,553,4
501,1431,2
138,798,2
404,413,4
566,128360,3.5
362,4023,4
526,7078,4
382,67734,2.5
43,2699,3
74,4963,4
191,915,3
475,122922,3.5
246,1965,2
138,1590,2
254,2843,5
565,4993,4
352,380,3
563,5784,4
271,5574,3.5
497,115617,4.5
182,283,5
120,164200,4.5
393,55442,4.5
43,2124,3
257,2987,4
407,1270,5
255,1374,5
377,5103,2.5
271,107406,2
159,5956,4.5
91,364,4
323,3147,4
283,38061,4
475,88744,4
560,60072,5
395,1035,5
336,4979,5
481,2762,3
39,733,4.5
446,4700,4
282,1372,3
377,8366,4
253,61240,4
178,3551,3.5
68,2108,3
159,104211,3.5
408,2571,4
100,50912,4
517,72378,3.5
138,1371,3
192,79139,3.5
444,8784,4.5
256,590,4
314,174053,5
449,4262,5
273,8368,4
43,67408,3.5
499,1274,4
526,1073,5
219,4518,3.5
108,62336,5
519,586,1
528,64839,3
343,3672,5
231,2373,3
560,8807,5
565,168,1.5
37,2720,2
213,53125,4
0,5323,3
65,1566,3.5
429,2513,2
134,122920,3.5
526,1059,3
339,1889,5
295,165,3.5
181,3827,3.5
552,5449,2.5
382,87520,1
473,2081,4
322,376,1.5
565,2571,5
523,839,5
147,7173,3
123,1393,1
185,6951,2
215,1206,5
384,7323,4.5
105,26151,3.5
246,733,4
512,4886,5
497,589,3.5
213,81229,3
349,2763,2
13,3341,5
0,113573,3
453,1961,4
282,1610,5
525,4361,4
520,55577,4.5
444,6870,3.5
0,2948,5
171,1124,4
526,928,5
273,2514,2.5
149,1214,4
133,110,5
181,2502,3.5
444,42,4
348,1136,4
0,88699,4
283,592,4
248,54001,5
0,3754,1
290,61132,4
134,1073,4.5
181,1009,3
248,166528,4.5
565,53022,3
295,8368,4
63,53894,3.5
579,590,4
159,105213,4
475,50158,2.5
43,2054,4
167,6377,4
481,5014,3.5
515,1602,2
134,5989,3
178,50,4.5
202,1272,5
181,141,3
528,1799,4.5
555,3362,4
89,106100,4
402,3147,3
352,2560,3
89,107348,3
105,8405,4.5
475,45501,2
517,97,4.5
339,1212,5
591,79132,5
0,4105,5
68,2016,3
14,505,2
0,27683,2
110,3186,4
565,16,3
526,2013,2
149,7930,4
89,4845,3
212,253,4
149,54259,3
110,1963,4.5
219,1845,5
452,531,3
162,2288,4
565,26947,2.5
110,3685,3
126,480,3
452,85,3
475,5159,3
565,2691,2.5
205,50872,3.5
407,59315,4.5
481,6350,3
110,1921,3.5
577,3471,4
149,4255,2.5
245,2396,4
576,5445,3.5
390,104374,5
509,5349,3.5
535,1089,4.5
43,118814,2
105,920,3
565,1991,2
99,4262,3.5
58,2571,0.5
382,64969,3
395,3481,4
163,44,2.5
11,2006,2.5
528,2313,4
272,31658,5
271,34162,3.5
178,1350,3
446,76251,4
105,7706,4
410,49278,4.5
120,8372,5
565,144522,2
586,1357,0.5
460,1291,5
192,1831,3.5
377,2087,2.5
366,155509,4
525,1289,3
339,58,5
475,2252,3
65,1380,4.5
380,1,3
359,508,3
166,3741,4
66,7046,4.5
273,1021,3
138,3801,4
394,3623,4
528,7438,4.5
86,8636,2.5
348,2413,4
523,5957,5
39,54745,3.5
96,318,4
288,3408,3.5
307,647,3
105,3698,2.5
219,953,5
350,110,5
475,36519,2.5
526,2997,3
560,1291,3.5
379,2289,3
311,140,4
228,3081,3
525,110,3.5
431,2840,3.5
228,3897,3.5
528,2355,3
474,7294,3
500,3081,3.5
352,1215,5
131,1479,3
525,2496,4
110,5922,2.5
120,3868,2
300,329,3
131,1274,3
486,318,4.5
185,4148,1
68,1909,3
282,2418,2
321,345,4
44,87867,0.5
62,597,4
53,180297,4.5
416,1,3
563,8961,3.5
267,719,3
367,30793,3
377,45081,1.5
105,7394,2.5
500,4149,3
171,1959,4
379,112290,3.5
455,44665,4.5
0,45722,5
181,30825,3.5
231,2987,4
525,5377,3.5
222,653,3
231,3572,2
43,139915,2
295,45499,3.5
528,662,1
149,2860,3.5
475,5563,3.5
514,3157,3
211,288,3
197,708,3
62,129354,2.5
519,2142,2
258,1080,5
107,2793,3.5
86,2571,5
336,117881,4.5
203,2858,4
366,858,4.5
517,6329,3
218,5421,2.5
46,3213,5
181,1012,3.5
565,195,1.5
492,153,2
13,3263,3
565,497,3
66,1259,3.5
579,173,4
377,3273,0.5
525,4056,3
369,589,5
105,2021,3.5
149,1032,3.5
146,22,3
565,2525,2
319,2762,4
500,3977,1.5
192,98809,3
525,2076,4.5
453,34405,2.5
309,3354,3
560,8784,4
336,70286,5
105,4191,4
181,48696,4
348,260,5
201,4720,4
277,3983,4
382,2109,4
377,5110,3
46,3638,1
475,44195,4.5
181,1665,3
85,4002,3
408,539,4
526,64957,3.5
171,3524,2
108,68157,5
422,32,5
62,170357,4
37,2528,2
468,257,3
175,4054,3
608,91529,4
453,91842,4
277,2762,5
299,329,3
80,4876,1.5
149,4241,3
558,56174,3.5
545,6320,1
151,464,3
0,3363,4
46,1107,3.5
259,54286,3.5
132,2324,5
571,595,3
523,317,4
271,122886,4
552,34532,3
565,2123,2
178,2085,4
336,44199,4.5
11,2701,3
155,8665,4
105,1907,2.5
42,357,1
62,130087,3
352,2571,5
0,546,3
171,923,4.5
431,3147,3.5
105,122,2.5
540,761,3
236,160,4
89,1407,3.5
263,364,5
457,306,5
118,2640,5
220,39,3
509,3617,3.5
570,1252,4.5
131,2268,4
6,60040,4
511,661,4
582,150,4
464,876,5
372,171701,3.5
431,5313,4
159,104243,3
181,2087,3
16,904,5
570,1015,3
560,8376,3.5
231,3395,3
475,36401,3
159,114074,4
177,174055,4
82,7361,4.5
366,44195,4
149,1199,3
134,95510,3
499,4226,4
210,3638,3
356,333,5
500,33672,2
552,8916,2.5
17,300,4
217,4995,4.5
477,852,2
565,42559,3
269,68954,4
219,344,3
55,454,3
45,71535,3.5
429,2100,3.5
136,2406,3.5
562,434,3
565,27434,1.5
431,8910,1
455,1020,3.5
196,1225,4
117,2028,5
471,1967,3.5
528,5943,3
525,1129,2.5
171,818,3
58,92259,3
520,551,0.5
181,1093,4
276,1476,3.5
382,8950,2
228,4016,2
46,204,1
431,51255,4
171,8921,3.5
366,168250,4
519,3160,4
188,71530,5
215,1258,3
574,2052,2
120,167018,2.5
107,3726,4
15,380,2
526,1938,4
134,78105,3
102,6947,3.5
80,780,4
123,909,4
371,21,3
222,1221,4
501,151,3
222,4973,4.5
474,2020,3
171,1374,4
82,6333,3.5
171,1517,3.5
570,8961,3.5
523,3257,5
431,1267,2
201,1206,5
0,7387,5
535,7361,4
39,52435,1.5
110,3067,4.5
8,31658,3.5
276,1675,3.5
486,116797,4.5
343,2,4
89,50,5
167,104879,5
171,2502,4
501,2456,1
127,6534,3.5
604,1291,3.5
542,3255,4
167,41285,4
525,7038,4
271,55232,3.5
528,588,3.5
425,59315,3
514,592,3.5
271,102903,1.5
219,1665,4
350,494,5
588,3785,3.5
431,8879,2
110,1612,3
336,1263,4
231,3984,4
552,5445,4.5
204,4995,3.5
235,805,5
105,6659,4
431,57669,4
517,535,4
372,5459,2
181,5497,3
68,432,3
178,7147,3
565,8614,2.5
295,8984,4.5
543,99114,3
526,7004,3
549,27592,4
508,2374,4
298,587,4
56,185,3
108,67168,3.5
19,1097,5
549,370,4
475,3992,3
159,5872,3.5
428,8970,3.5
324,2694,3
246,2640,4
9,1201,4.5
349,41863,4.5
13,57,2
231,3868,1
159,101,3
362,2046,4
0,1954,5
474,383,3
398,2338,2
561,277,5
508,1231,5
105,5465,3
149,786,3.5
43,104078,4
24,5945,4
525,5218,3.5
576,1097,1
201,1253,4
171,58,3.5
421,1614,4
45,67734,5
525,2863,4
171,6591,4
560,4018,4
528,520,3
565,59947,2
276,5991,3
238,260,4
201,2985,4
254,1077,5
171,2716,4.5
382,2,0.5
268,4105,4
474,1266,4
62,70565,4
115,2841,3
507,127202,4.5
0,3499,5
420,1193,5
528,46967,3.5
121,339,1
455,3793,4
107,3524,2
23,5459,4
450,64614,4.5
108,56367,4
541,63853,3
295,2671,4
71,608,4
159,44665,3
364,6365,3
20,1726,2
241,8645,4
302,296,5
409,122886,3.5
258,1454,5
288,356,4.5
366,86190,3
525,5349,3
0,1270,5
595,6016,5
181,3806,3
159,89745,5
552,4969,3
192,223,4
68,1885,2
377,2115,3
171,552,3
46,1975,1
89,68157,4.5
481,46,3.5
320,56339,3.5
107,56176,0.5
267,1278,4
409,97938,3
189,344,3
295,2953,3
215,3996,3
282,419,2
46,1722,1
43,158956,2
41,296,4
12,1077,5
405,1193,4.5
268,318,3
213,116823,4
105,7115,2.5
189,356,4
355,30749,4
271,2692,4
192,7143,4.5
453,6711,3
541,30793,2.5
110,27815,5
171,2390,3.5
286,1046,4
137,141,5
177,5971,4.5
106,1073,4
574,2108,2
62,39715,0.5
131,1784,4
431,56775,2.5
0,79274,5
500,5323,0.5
396,733,2
475,91542,3.5
588,103075,3.5
402,5008,4
431,4054,3.5
25,3147,3.5
416,46976,3.5
335,898,5
519,1517,3
182,5218,2
150,51540,4
359,288,3
366,1084,4.5
470,1291,5
608,101864,4
442,1077,3
171,1580,4.5
269,208,2.5
149,542,3.5
565,161032,2.5
367,3360,3.5
561,519,5
276,48516,4.5
238,44191,4.5
25,6874,3
336,2700,4.5
376,260,5
416,1375,3.5
159,60126,4
86,74458,4.5
565,96610,3.5
384,87232,4.5
68,2502,2
43,31000,2.5
12,908,5
43,3174,3
273,2012,2.5
222,3623,3.5
86,56367,3.5
266,3868,4
523,3824,4.5
96,590,3
240,180,3
588,40819,2
519,1091,0.5
79,318,5
159,122900,4
65,3408,3.5
43,4198,3
491,1097,3.5
202,3682,5
474,266,3
13,2024,4
181,33493,4.5
53,35836,2.5
350,737,5
236,1923,5
355,1645,4
272,3753,4
157,2396,4
24,31660,3
507,119155,4
68,32,4
6,69122,4.5
491,150,5
11,273,3.5
134,67408,2.5
110,48032,4
354,356,3.5
149,1588,2
75,380,3
248,104074,3
509,111622,4
475,1187,2
441,2605,5
537,5464,3
474,2797,4
309,89745,5
108,168248,5
546,6947,3.5
474,3737,4
372,2657,3
181,3271,4
16,1079,4
525,6305,4.5
0,32011,3
417,6,5
192,164367,5
12,21,5
574,2115,4.5
375,2724,3
554,2333,4
0,1198,5
421,1356,5
266,1373,3
377,2329,5
475,60141,2.5
475,5282,2.5
378,104,3.5
357,95510,5
282,1945,3
443,27706,1.5
515,111,3
105,59615,3
66,5265,4.5
149,1347,3.5
395,4978,4
246,2195,3
374,6942,5
355,31,4.5
570,2124,4
560,7293,5
519,1617,3
494,356,5
453,1073,5
86,2858,5
517,62113,3.5
270,2115,4
16,4014,3
381,314,4
348,2002,2
526,1031,3
369,356,5
305,80463,5
314,4367,3.5
110,236,3.5
185,4306,4
528,2081,4
213,112552,4
127,27708,4
506,1,4
192,74530,2.5
238,586,1
282,1007,2
198,432,2
354,1580,2
59,2858,3.5
134,91500,3
319,117529,1
252,150,4
215,4823,1
0,4975,3
430,96737,3
509,93790,4
378,63082,3.5
551,8784,3
120,149566,5
339,4546,4.5
44,138036,3
241,2371,2.5
475,3688,3
268,5040,4
455,73323,4.5
367,800,3.5
506,849,3
319,51255,3.5
319,72998,3.5
356,1895,5
282,2989,3
526,80549,5
80,592,3.5
431,454,3.5
181,711,2
336,8641,5
24,74553,4.5
151,494,5
575,1479,1
272,6377,5
433,531,3.5
377,48516,4.5
271,1198,4
565,7225,3
267,1892,2
171,2078,4
474,4033,4
359,333,4
547,661,4
475,45720,4
314,45517,3
84,2529,2
85,3422,4
552,31696,3
45,80549,4
43,110771,2
243,1210,3.5
343,1997,5
201,253,4
446,1688,3
475,635,3
372,103335,1.5
97,4299,0.5
129,585,1
0,1278,5
240,2722,4
475,1173,3
352,3624,4
335,1282,5
349,1210,4
197,334,3
565,2706,2.5
0,51927,3
238,1200,1.5
181,6947,4
365,6218,4
14,3436,4
213,6870,4.5
505,2387,5
507,4643,3.5
0,4874,4
43,1371,3
184,168250,3
528,6559,3
547,4992,4
382,112183,3.5
100,3253,2.5
552,1690,3
518,4226,4
213,4025,3
576,784,2
414,1674,2
59,2764,4.5
432,68157,4.5
52,2605,3
196,1291,3
481,4720,3.5
446,2355,4
134,2699,3
554,448,4
481,353,4
552,69406,3.5
99,6650,5
522,2161,3
503,2366,4
449,2805,4
254,1060,2
570,168250,3
378,1566,3
108,94777,3.5
507,8371,4
299,590,4
488,6440,4
218,3018,4.5
24,348,4
177,81845,4
92,736,3
159,3968,3.5
473,2020,4
115,2683,3
13,3703,5
248,81834,4
576,3751,2
266,368,3
528,8169,3.5
505,2174,4
523,8118,4
52,2324,4.5
442,1094,2
1,5952,4.5
167,112290,3.5
13,955,5
212,344,3
509,134109,5
365,231,4.5
171,5224,4
341,1617,4.5
597,3916,4
365,1120,3.5
503,4713,4
41,248,4
339,3996,5
574,2616,4
28,1380,4
123,1617,5
408,2028,5
131,2791,5
231,2424,3
171,8228,4
359,185,5
271,6119,4
242,1304,1
97,1644,0.5
268,3753,3
11,653,4
19,34,3
410,93840,4
525,1552,3
440,708,3.5
570,55247,5
474,40583,4
440,1193,3
296,1209,5
500,4255,3
545,30825,4
219,2826,3.5
62,81564,2
552,6564,3
248,126482,3
13,4056,4
375,50,3
565,861,4
36,44199,3
597,858,4
481,2144,3.5
474,2000,4
431,93721,4.5
201,4121,3
36,7001,4
349,63113,3
116,1200,4
565,1967,5
472,5181,5
377,231,2.5
377,6249,2
138,2455,3
88,141,4
149,47997,3.5
159,8640,3.5
121,68358,4
213,2490,3
110,4356,5
366,96588,4
163,8961,3.5
108,135133,4
517,2502,4
71,1073,5
452,590,3
459,2641,3.5
313,31,4
24,1835,4.5
271,5679,4
478,2861,2
11,708,3.5
290,65514,4
305,81845,4
365,628,4.5
43,118354,3
348,2522,5
116,1215,5
181,3681,3
201,866,3
577,1580,3
339,50068,3.5
126,339,3
52,3798,3.5
271,316,4
372,114335,3
462,4963,4.5
277,3717,3
565,4880,3
71,2571,3.5
579,480,5
449,4679,4
218,2997,3.5
366,106782,4.5
128,31,4
78,6349,1
65,34,3
23,6006,3
369,539,4
475,8985,2.5
98,5991,4.5
377,1358,2
107,8138,4
438,33679,2
526,39183,3
522,595,3.5
46,595,3
384,63082,4.5
67,253,2
80,4638,2
364,54286,3.5
250,61240,5
542,3481,3
365,908,4
376,3274,5
39,1234,4
453,71535,5
196,1198,4
502,3481,4
279,914,4
0,1380,3
417,252,3
250,6731,3.5
65,3483,4
534,6936,4
32,1635,5
149,4351,3.5
565,5136,1.5
295,45186,3.5
328,5378,4
213,90405,3.5
567,780,4
65,2396,4
159,2694,3.5
178,7311,4
473,1307,4
5,296,4
191,475,3
182,1883,5
382,5530,0.5
558,5418,3
565,44243,0.5
110,4840,4
160,315,4
108,60037,2.5
127,46723,4.5
138,1221,5
431,52458,4.5
86,5418,4
149,3534,2.5
33,1573,4.5
216,79702,3.5
394,3408,5
576,216,3
171,6162,2.5
120,909,2.5
149,327,3.5
43,96861,1
241,1244,5
225,6016,3.5
182,4037,5
295,5872,5
206,7757,4
582,500,4
372,143859,2
233,11,4
23,4246,2.5
570,45722,4
604,1094,4
71,2028,3.5
108,1784,4
195,296,4
271,54503,4
110,627,3.5
402,1653,4
223,24,4
282,1429,2
134,2985,4
381,539,4
481,6365,1.5
134,6365,2.5
163,3499,4
62,33679,3.5
474,4736,3
171,6313,2
514,2916,4
570,4993,4
53,136562,5
221,1049,5
519,7143,4
221,609,4
402,799,4
101,587,4
510,81591,4
171,2792,3
13,2917,4
262,60069,4
464,1215,3
354,588,3
131,904,5
266,8266,1.5
525,2952,4
236,1573,4
110,1172,4
597,5063,3
377,47518,0.5
585,41566,4.5
210,648,3
474,47,4
565,6330,2.5
181,2316,2
475,37727,4
167,112556,3
408,32,4
34,50,4.5
273,33493,4
453,6934,3
181,2890,4
231,3354,3
43,5099,3
395,3030,4
552,53894,4
519,3552,3
138,2642,3
386,88810,4
68,1676,2
367,246,4.5
68,2167,3
295,30816,3
246,2641,2
68,587,3
499,1500,4.5
382,1,2
608,79132,4.5
565,6204,2.5
182,2463,4
105,1252,5
111,441,5
528,55247,1.5
517,71282,4
151,380,3
431,60126,3.5
107,7706,4
171,4190,4
283,1500,3.5
150,40819,4
131,1277,3
248,122882,5
85,922,5
413,3201,5
501,1466,3
286,165639,3.5
552,7293,4
280,10,3
48,31,1
403,501,4
95,6539,4
138,1199,5
474,4703,3.5
108,6040,2
43,2948,4.5
110,32620,3.5
6,96610,5
402,1260,4
43,4121,4
523,586,5
307,186,3
502,1136,4
490,454,4
46,1339,5
0,344,5
525,4370,3
595,6288,4
519,5816,3
608,3114,5
519,648,3.5
238,1,3.5
176,733,4
2,88163,4
455,84392,4.5
338,353,3
565,180297,3
275,364,5
471,1136,3.5
75,260,5
68,1920,3
565,1333,3
108,160571,3
62,102903,5
1,3559,4
441,3244,4
178,4878,3
13,444,2
181,2788,4
282,3039,4
364,2020,4
546,3060,3
105,104,2
347,367,3
43,46530,2.5
473,224,4
398,146656,3.5
184,187541,3
43,3390,2
368,69844,4.5
107,926,4.5
171,2067,3.5
167,3301,2.5
53,157699,3.5
58,1246,4.5
105,2253,1.5
174,3298,4
241,4037,3.5
218,8464,3
545,494,4
178,2642,2
565,3036,3.5
398,85342,4.5
565,33294,2.5
277,165,2
13,1192,4
273,377,2.5
272,1968,5
526,112556,4
518,8914,3
471,44191,3.5
565,42011,2.5
294,80463,4
282,2990,3
314,8914,4.5
552,65216,4
51,151455,2.5
171,5398,4
0,107953,4
577,1035,5
395,1036,5
565,121231,3.5
547,344,3.5
517,154,3
71,500,3.5
8,296,4.5
449,3535,4
107,3421,5
266,3977,2
439,593,5
149,2808,2.5
565,90430,3
582,380,4
110,1196,4.5
491,539,4
452,1136,4
594,933,4
570,96079,4
491,95,3.5
171,7382,4
238,7153,4.5
436,300,3
11,1608,3
282,1375,4
410,1221,4
396,593,5
181,7325,3
351,5378,4
397,1208,5
59,2997,4
326,587,4.5
237,141,3
417,508,3
24,1357,4
146,364,4
363,1674,4.5
560,6377,4
334,35836,3
192,3483,4.5
361,520,5
431,8665,3.5
0,1015,4
431,46322,3.5
86,33166,4
210,293,5
231,1290,4
71,1,4
80,3745,3
575,1603,1
576,208,2.5
376,3483,4
65,88810,4
108,1097,4.5
365,1,4
221,1006,4
382,2502,3
395,920,5
171,832,2
379,110,2
291,288,3
555,780,3
159,2143,3.5
167,924,2
505,2580,5
130,1527,4
570,4881,5
517,3736,3
243,147374,5
367,592,3
500,1921,4.5
604,1265,5
520,8957,5
475,1907,4
346,47,4
552,51935,4
138,3683,5
39,4995,3.5
272,5377,5
246,1500,4
188,8965,4.5
215,50,5
427,2683,1
421,1374,5
120,2918,1.5
563,45720,4
473,477,4
473,1912,4
65,3556,4.5
295,104211,4
382,116138,2
184,288,4
517,48997,3.5
53,106873,2.5
56,316,2
526,6987,3
246,1021,1
348,1769,2
481,79299,3
0,6711,5
426,6502,5
120,1288,3.5
389,500,3
149,165,4
35,7153,4.5
522,68358,3.5
532,2396,4.5
286,167746,5
0,2985,5
455,5445,4
565,2567,2.5
298,1302,5
565,6559,1.5
475,1527,5
305,6365,4
271,7323,4
271,82459,4
295,138036,3.5
608,103772,4.5
604,58,4
542,32,5
4,296,3
479,68319,4
