userId,itemId,rating
453,80590,4
562,420,3
473,5135,4
365,5299,4.5
455,51540,4.5
514,101362,3
110,44759,2.5
474,4874,4
519,3471,2.5
546,2808,0.5
405,39869,4
475,143355,4.5
321,4776,3.5
490,253,5
307,590,4
231,2642,3
58,102125,0.5
492,592,2
519,473,1.5
178,33615,3
546,3593,1
580,109487,4.5
43,84615,2.5
483,2371,4
40,596,3
191,971,2.5
171,3393,2
24,8169,4
149,26242,3.5
182,1247,5
348,2947,4
171,3948,3.5
475,1466,3
495,4306,5
11,101076,2.5
365,1228,4
157,434,4
415,231,5
58,79702,2.5
500,3210,3.5
452,196,3
307,168,3
555,1240,5
471,353,3
274,3354,4
13,3425,3
0,57274,5
222,3527,3.5
75,47,5
108,93598,2.5
43,8917,4.5
565,3503,4.5
171,7728,4
570,2706,3.5
62,84772,3
115,2997,5
181,3204,3
352,1200,5
458,1359,3
475,5146,4
219,1967,5
210,2403,3
271,1580,4
17,316,3
528,4873,4
515,150,3
0,5419,3
585,2716,2
409,72641,2
367,2657,3
366,76093,4
6,4718,4.5
475,53953,3
348,2551,4
565,3342,2.5
213,91658,4
341,1597,2
171,2970,3
395,1197,5
604,2406,4
509,96488,4.5
182,3246,5
24,1882,3.5
500,1917,3
517,922,4
414,318,4.5
191,1394,2
475,5388,3
276,2694,3.5
317,380,4
163,1381,1
431,4015,2
431,2355,3
588,68358,2
127,6016,4
231,1285,5
604,1948,3
247,33794,5
534,33004,4
192,2706,4.5
62,16,4.5
187,592,3
3,595,3
507,53121,3.5
11,1196,4.5
294,4239,4.5
151,592,4
271,5810,4
382,80489,3.5
570,71745,3
82,44199,4.5
77,5378,5
46,4343,2
488,6365,2
194,342,2
552,6586,3
124,261,5
221,587,5
462,46578,4
318,329,4
321,5952,4
547,5941,4
431,4223,2.5
431,49286,4
24,2123,2.5
335,2302,5
552,8361,3.5
178,3994,2.5
508,31,3
210,1682,4
509,77455,5
565,3213,2.5
171,2875,3
510,46578,2.5
603,589,5
105,2717,3
171,4589,3
565,481,2
527,410,3
178,2078,4.5
276,3623,3.5
552,6936,3.5
215,316,5
149,858,3.5
457,668,5
279,318,4.5
366,1265,4.5
127,92348,4
219,6371,0.5
410,77561,4.5
528,1342,2.5
488,4034,3
326,76093,5
43,2883,3
526,1207,5
171,535,4
133,21,3
431,1610,3
215,903,4
13,919,5
449,4477,2
469,1093,4
464,1918,4
300,474,4
481,48877,0.5
320,4878,3.5
348,1350,5
526,724,3
282,2411,2
300,2688,3
66,1625,4.5
367,2421,3.5
449,1094,1
455,26444,3.5
500,587,3.5
526,903,4
222,41566,3.5
268,1394,5
442,3109,4
178,2654,3.5
62,8917,3.5
250,595,3
503,3479,4
522,78703,3.5
298,1207,5
606,53519,1
277,4033,4
513,151,3
528,2846,3.5
110,225,3
553,88125,5
602,5060,4
421,1092,4
290,89492,5
514,104841,3.5
565,4621,3
66,7069,4
475,1639,4
181,72998,4
475,38038,3.5
62,168144,4
592,1028,0.5
11,8016,4.5
110,2947,3.5
519,33437,3.5
443,5254,1.5
595,1921,4.5
226,134130,4.5
230,1345,4
378,5378,3
201,2657,2
352,1562,2
100,3565,3.5
500,551,3.5
600,4370,5
443,6934,2
547,5574,3.5
600,4874,4
181,8528,4
377,6586,2
472,2424,0.5
381,413,2
178,49530,3
323,8972,4
156,4993,5
449,1673,5
100,1917,3.5
580,2571,4.5
487,91658,4
276,4388,2.5
178,6377,3.5
248,356,4.5
510,97921,3.5
141,1981,3
108,26542,3.5
337,112,2
134,380,3.5
263,736,4
276,3968,2.5
408,2424,4
526,6952,3.5
232,2827,3
552,3897,4
105,1289,4
543,1270,4
514,114180,3
502,3638,4.5
475,3098,4
526,948,5
105,2245,2.5
522,4446,3
341,2269,3
545,8361,4.5
336,112290,4.5
263,474,3
43,46970,2
505,2997,4
235,832,5
525,2248,4
65,70286,4
475,4973,5
149,33672,3.5
555,5010,4
502,1221,3.5
171,6183,4
44,122922,3
137,7,4
124,367,3
213,27821,3
441,3418,5
571,1097,5
131,3032,4
353,4226,4.5
431,1479,4
185,2083,2.5
43,85399,1
397,1041,5
348,2779,4
525,2396,4.5
525,2989,4
68,3005,2
336,102686,3
378,40819,3.5
16,4297,4
541,2683,4
252,68954,4
105,1307,3.5
225,97923,4
522,6874,3
23,1214,3.5
417,5,3
167,7293,5
286,1375,4
552,40414,4
110,589,3.5
467,661,3
22,8360,5
565,1747,3
354,157296,3
475,1810,3
0,56801,2
506,112,3
43,81949,3
185,68954,5
431,44,3
376,517,4
528,3979,3.5
378,260,4
608,3499,4.5
379,480,3.5
171,2050,1.5
372,152081,2.5
171,44694,3.5
43,3646,3
520,55820,3
555,1198,4
509,56782,4.5
309,60684,4
584,1186,3
503,2406,5
138,1037,1
272,1197,4
108,122922,3.5
532,27731,3.5
170,2502,5
165,76175,3
108,33437,3.5
402,4717,4
377,1967,4
475,6162,3.5
213,2232,4
149,37733,4
584,1244,4
475,3512,4
349,3246,2.5
570,99114,4.5
419,724,3
33,308,4
49,344,2
218,1235,3.5
273,3703,4
43,1011,4
565,5528,2.5
43,156609,3
337,593,5
526,79132,5
517,117533,4.5
276,2687,4
105,48877,3
43,82095,0.5
181,344,3
565,3264,2.5
134,111364,4
229,99114,4.5
43,68358,3.5
196,236,3
62,4734,3
537,2762,4.5
421,3082,5
163,1130,3.5
266,2138,4
474,8665,3.5
43,111617,2
421,4015,5
474,1252,3.5
272,7153,4
503,5181,4
213,1590,4
286,6333,4
109,1339,4
219,59306,0.5
378,364,4
110,3569,3.5
123,1077,3
181,2367,3
188,3821,4.5
74,5459,4.5
565,6867,3
16,427,4
138,2788,5
88,440,4
402,1845,4
600,4007,4.5
514,103339,3
349,6711,2.5
221,50,1
134,88744,4
0,589,5
191,1207,5
108,3623,3
526,82167,3
205,51662,3.5
149,31878,3
159,150,2.5
171,1569,4
565,6881,3.5
522,4299,3.5
156,2700,4.5
282,2746,3
228,4014,3.5
108,4450,1
108,60074,3
215,4932,1
240,5989,3.5
25,3255,4
188,60074,4.5
367,1104,5
514,102125,4
397,1391,4
537,1923,1.5
228,60069,0.5
366,119145,4
66,4611,4
44,166461,0.5
230,2580,4.5
528,2015,3.5
171,1204,4
254,1968,4
272,1291,3.5
80,58559,5
509,6377,3.5
196,6,4
131,1407,3
173,153,3
377,788,2
192,101142,4
71,1206,4
216,2571,4
62,73017,3.5
407,62999,3
276,6365,3.5
93,7444,3
11,59315,4
156,4090,3.5
475,78574,4.5
171,5008,4
474,37739,4
81,1892,4
210,5060,4
449,1246,5
305,4776,4
92,141,4
469,1,4
501,1275,3
392,440,3
171,1367,2
305,318,4.5
364,30810,3
208,277,4.5
381,596,3
69,208,3
427,32289,2.5
231,4080,3
336,45728,4
185,45722,3.5
247,1584,3.5
565,799,2.5
149,6377,4
382,4958,1
46,2710,5
475,4975,5
494,596,2
382,93510,2.5
97,6565,2.5
510,55250,3.5
24,1222,5
258,858,5
504,778,3.5
592,5957,3
369,588,5
402,3742,4
449,1488,4
383,153,3
182,1580,3
449,858,5
565,2916,3
295,7569,4.5
523,4200,4.5
514,70361,3
541,3052,2
603,527,5
46,2571,4
608,61240,4.5
258,1201,5
43,2382,2
240,1214,4
555,1094,3
35,48385,3
149,50440,2
382,49276,0.5
181,4473,3
431,2948,4
423,4226,4
393,916,2.5
596,5949,5
68,2014,2
370,86,5
46,1199,5
253,2959,4
74,786,4
409,90405,3.5
181,3689,1
24,1945,4
184,296,5
8,1285,3.5
276,33004,1.5
382,63479,2
526,102407,3
519,3593,2
201,1674,4
2,7254,3.5
546,432,1
295,45447,3.5
426,8874,5
475,3527,4
37,1269,5
525,337,4
163,26492,2
518,90471,3.5
523,1240,5
365,7411,1.5
373,1625,3.5
185,912,4
108,93363,3.5
475,4666,3
231,29,4
545,1037,3.5
431,2581,3.5
526,971,5
566,48385,2.5
300,1036,4
0,34532,3
336,45722,1
407,1387,5
348,3029,4
384,31410,4
449,3104,3
576,919,3.5
574,4979,3
69,371,3
382,2931,4
475,428,4
600,89864,4
474,3408,3
223,344,4
107,5919,4
565,180031,3.5
593,66,3
68,1200,3
548,178061,3
282,9,3
364,78499,4
131,2949,3
429,2125,4.5
65,110102,4
447,165,5
202,4852,3
476,318,4
509,81591,4.5
600,92243,4.5
365,2581,3
528,26680,4
2,2087,5
442,1270,5
458,356,3
369,434,3
365,6796,4
509,5120,4
268,3693,1
110,7327,3.5
558,68157,3.5
171,3147,4
65,6157,2
62,6863,3
348,2683,5
339,8951,4
247,32587,5
522,43836,3.5
211,316,3
525,1748,4.5
549,37731,4
517,89945,3
211,292,5
39,61024,4
525,4343,2
517,590,3.5
126,39,3
142,46723,3.5
108,33004,3.5
552,5400,4
496,593,4
367,2064,4
365,104,3
171,3176,5
80,1704,4
171,5747,4.5
62,160080,3.5
475,150548,4
446,47,0.5
569,1883,1
235,840,3
294,70565,4.5
89,3499,3.5
80,6365,3
471,4545,2.5
455,1275,3.5
497,2858,4
608,780,4
276,4889,4
210,3836,5
5,509,4.5
171,474,3.5
231,410,4
589,3408,5
181,3074,3
249,2052,2
238,5146,4
543,59369,3
376,3479,3
282,296,2
525,4811,4
52,1552,3.5
97,48,1
413,903,5
475,49651,4
159,2502,4
171,5325,3.5
314,8961,4.5
43,2094,3
181,6297,4
473,4886,4.5
52,4973,4.5
213,56587,4
380,1377,4
565,231,3.5
377,1261,4
555,6953,3
316,1393,3
46,2329,3
211,261,3
171,7143,3
185,2090,2
236,1198,5
2,70183,4
44,2355,2.5
367,69757,3.5
13,3004,1
588,1380,2
286,181719,3.5
222,3481,4
240,431,3.5
601,736,5
482,741,5
481,58162,2.5
377,1228,3.5
105,4734,2.5
188,91529,4
110,444,4
110,47538,2.5
266,586,2
431,4068,2
527,380,4
149,5025,2.5
159,81229,3.5
475,592,4
413,1097,5
240,1259,4
514,1278,4
509,173619,5
6,33794,4.5
149,1021,3.5
369,368,3
509,64839,4
149,66297,3.5
449,356,5
365,788,3.5
134,95875,2.5
177,858,5
267,2599,4
307,783,4
252,48516,4
571,1093,4
335,919,5
108,1090,4
110,6436,3
120,6958,3.5
138,2870,3
395,1722,3
120,5419,5
271,33794,3.5
203,77455,4
43,3263,4
555,4339,3.5
538,329,3
106,4886,3.5
169,4321,2
455,104,2.5
218,337,2.5
517,3911,3.5
85,1278,4
546,1617,4.5
183,1387,3
540,590,2
596,1653,5
431,1967,2.5
0,72998,3
50,95,2
7,2012,4
488,593,4
273,5378,3.5
89,4238,4
475,2735,3
522,44195,3
565,81,2.5
600,81788,4.5
551,4886,4
367,93040,4
395,4979,2
334,74946,1
537,8949,4
23,4816,4
497,260,4
352,3263,4
105,7749,4
23,2683,4
80,65,1
128,514,5
500,7346,3.5
171,2334,4
71,70286,4
185,1380,1
594,1219,3.5
218,3038,4.5
349,3275,3.5
573,1673,5
565,72011,3
119,7153,4
574,5568,2
499,2692,4.5
372,3868,3
295,3639,4.5
355,2194,4.5
46,1214,2
184,6016,5
434,5816,5
296,4995,3.5
181,2797,4
595,1617,4
532,7669,5
481,1644,0.5
121,21,1
377,1120,3
542,2058,3
19,382,5
526,8907,3
232,3824,2
36,908,4.5
377,48142,2
362,6378,4
163,2571,4
406,260,5
242,4480,3
481,45431,3.5
271,63082,3.5
0,86911,2
23,6586,3.5
0,3037,4.5
276,423,3
171,1224,4
163,2792,2
269,300,0.5
43,1425,2
503,5472,3
565,4262,3.5
39,3852,5
382,5266,1
347,316,4
574,1862,3
526,3564,1
517,67197,3
178,317,3
515,1188,2
442,1374,3
522,99114,4
156,5349,3
43,99415,2
377,44004,2
490,586,3
269,115617,3.5
526,112852,5
100,3988,3
519,344,3.5
395,541,5
221,100,3
110,1417,3.5
43,26133,3.5
602,1276,5
603,6,3
429,3274,4
39,2712,3.5
246,3130,2
573,1997,4
322,91077,4
218,111,5
319,5952,2
273,1911,2.5
245,1721,3
552,49910,4
429,1441,4.5
358,805,3
512,2054,2.5
35,2858,4.5
525,4167,2
131,2429,1
154,1259,3.5
159,5418,4
500,8972,3
542,5876,5
231,2804,5
149,2089,3
20,2950,3
203,60950,3.5
540,249,3
504,4422,4
131,1222,4
95,49272,4
183,45722,4
380,34,5
598,4823,3
216,4367,4
237,161,4
228,1485,2.5
501,2002,1
25,6373,3
94,56171,4
496,6711,5
411,2001,3
110,362,2.5
514,164909,2.5
223,420,3
509,8958,4
66,1089,4
541,27251,1
221,104,4
519,2253,2.5
43,72694,2
13,2892,1
210,2871,4
47,3998,3.5
2,5810,3
149,3799,3
271,442,3.5
362,32587,4
488,377,2
441,2724,4
236,2262,3
319,1210,3.5
328,2167,3
525,3735,4
245,588,4
296,165101,3.5
13,2702,4
163,11,4
300,3682,4
62,34530,2
413,1939,5
25,1197,3.5
334,50954,1
248,1049,3.5
182,6122,5
194,597,1
481,31685,3.5
210,32,4
250,79695,4.5
310,4306,5
90,45672,4
449,2997,4
246,1375,4
383,370,3
48,1380,2
163,1991,3
13,4436,3
138,1580,3
526,527,4.5
171,3296,3.5
552,51084,3.5
525,8042,4
97,4903,1
555,2467,4.5
43,100390,1.5
198,3897,4
597,2665,1
178,2080,3.5
523,2717,4
519,1994,3
105,5103,2.5
108,81932,4
352,1544,1
43,8641,4
475,338,2
355,6936,3
0,32596,3
375,805,4
105,7570,3.5
302,8042,5
110,7292,2.5
189,185,3
250,48394,4
555,1374,4.5
382,26903,2.5
563,58047,3
219,4437,5
215,567,1
518,2624,3.5
199,131724,5
313,44,5
171,2795,2
282,673,3
43,103341,4
366,7254,5
196,331,3
608,2761,4.5
310,1196,5
382,7367,0.5
110,62999,3
475,2046,3
431,2054,1
248,45720,4.5
89,2329,4
43,155892,2
398,109487,3
234,1210,3.5
367,96563,4
138,2421,2
457,236,3
101,82767,3.5
431,2763,4.5
273,432,3
291,364,5
183,111362,3.5
501,1240,4
323,1265,5
120,141646,3.5
45,61132,1.5
547,2054,3
181,205,3.5
43,73386,1.5
365,48,3
365,3510,3
127,69481,4.5
453,788,2
231,1240,5
274,3940,5
511,837,4
181,2414,3
431,60756,2.5
101,105504,3.5
168,589,4
475,89470,4
150,32587,3
154,4246,0.5
141,1128,2
43,7153,4.5
43,160080,1.5
453,8376,2.5
219,1011,1.5
475,1954,4
134,923,4
514,1228,3
13,2346,4
479,61323,4
161,32587,4
519,1615,3.5
159,36708,4
314,68237,2
314,41569,4
163,2243,4
366,167746,4
155,1527,4.5
0,2700,5
80,1792,3
505,1136,5
276,4343,3
481,2021,4
222,8644,4.5
71,2959,4
218,4863,4.5
80,45499,3
574,5500,5
349,3256,2.5
34,2858,4
377,7316,1.5
105,1393,3.5
566,8665,3
442,912,5
453,61024,3
65,4718,1
519,6827,0.5
273,2059,3
355,4776,4.5
565,1246,4
86,1527,5
96,1956,4
376,4638,4
141,1331,2
495,410,3
43,26700,2.5
570,4027,5
82,2431,4.5
185,2953,5
43,8623,3.5
548,1,3
526,3461,2
86,5225,5
178,4011,4
517,26073,5
24,57669,5
102,2762,4
382,5954,3
398,86880,3.5
81,1586,3
425,832,4
381,1527,5
211,208,3
353,44195,5
514,81847,3
181,5064,3
368,152081,4.5
171,7092,3.5
74,117851,5
163,2804,4
219,6323,4.5
167,116897,5
286,179401,4
565,51091,3
35,364,3.5
131,911,4
159,5419,2.5
131,2690,3
243,6365,3.5
178,524,4.5
107,6836,3.5
149,55765,4
501,736,3
332,2804,3
276,8981,1.5
337,2700,4
519,7445,4.5
377,64622,4
272,48780,4
367,66097,4
162,6377,5
108,86190,3.5
248,150,4
534,122904,5
475,4262,4
65,7090,4.5
159,5378,3.5
44,87306,1.5
210,497,4
65,597,4
362,3977,3.5
395,1258,5
221,370,4
110,3302,4.5
509,32892,5
249,272,3.5
121,2762,0.5
363,8880,4
431,1129,3
470,5993,2
149,586,3.5
540,318,5
110,2997,5
95,2918,4.5
94,74530,3.5
25,33794,3.5
606,953,5
175,1371,2
453,31364,4
475,1464,2
349,47894,3.5
110,37731,3.5
178,2174,2.5
598,848,3
413,1387,5
131,260,5
364,7063,4
85,1079,5
76,1201,3
222,6947,4.5
11,3752,3.5
191,1148,4.5
314,5618,5
522,6367,3
307,225,3
131,2028,5
261,2581,4
475,5264,2
354,68954,4
238,4006,3.5
431,2890,3
431,8947,3
298,1387,4
445,1837,2
105,551,3.5
110,4084,2
171,3034,3
68,1047,3
542,3969,3
475,2761,4
92,345,5
222,6643,0.5
105,327,2.5
171,2321,3
573,110,5
111,1103,3
282,1198,5
431,5507,3
74,4489,4
509,98491,4
608,4343,4
475,5425,4
171,1682,4.5
407,541,2
474,1200,4.5
219,1371,5
159,89804,3.5
11,57504,4
228,50,4
554,2443,3
525,2808,0.5
431,44665,4
97,3826,0.5
513,135,3
444,1912,3
5,327,4.5
579,208,4
68,107,2
475,5329,3
96,3108,3
377,4061,3
43,136859,1.5
431,89745,4.5
397,1189,4.5
594,912,5
560,2502,4
509,107159,4
379,1,3.5
397,27820,4
149,53121,2
372,179073,3
268,1500,4
149,34162,2.5
565,3263,3
309,91658,0.5
246,516,3
365,2761,5
182,904,5
151,198,2
24,3489,3.5
225,2571,4
347,60,3
352,2320,3
506,17,2
422,5971,5
547,1407,4
460,3062,4
359,349,4
46,3751,5
543,594,4
500,6548,2
352,3852,4
149,303,4
517,90245,4
522,48385,3
272,185,3
336,91658,5
65,1028,4.5
524,114180,3
302,3095,3.5
522,52975,3.5
507,6537,3
115,2318,5
343,1376,4
481,1035,3.5
181,36527,3
124,153,3
605,786,4
65,6503,3.5
271,3822,4
141,2901,2
240,45442,3
337,2273,4
80,36708,3.5
92,784,3
377,6707,1
138,2391,5
550,1663,3.5
453,8641,3
29,66934,5
405,27803,4.5
201,4105,5
523,3,4
540,1371,2
431,87430,3.5
501,2542,3
54,2002,2
43,8874,4
253,4306,4
335,3341,5
178,2871,3.5
507,96610,4
171,3683,3.5
192,596,4
534,5444,3
446,2396,3
507,3980,5
171,8446,2.5
24,8366,4
570,91542,4
182,372,5
26,5313,2
543,293,3.5
295,47566,4
17,592,5
68,724,4
522,3307,3.5
277,3408,3
13,3421,4
565,6754,2.5
192,60072,3.5
526,65230,4
542,466,5
367,5903,4
449,1672,4
69,355,3
138,2901,5
108,8376,3
545,3148,2.5
431,1892,4
178,1196,5
576,1721,1
134,485,2.5
108,86880,3
483,432,2.5
525,3826,2.5
252,59900,3
295,1291,4
565,98122,3
415,380,5
46,165,3
372,81018,3
336,1438,3.5
159,73929,3
276,480,4
77,135887,4
505,3450,5
473,2724,3
108,87306,3.5
154,4848,3
475,3267,4
124,10,5
149,1198,4
185,1262,4
108,129937,3
171,6315,1
43,4011,4
574,8528,5
322,5669,4.5
571,2820,4
22,6377,4
6,89745,5
189,316,3
159,81591,4
25,2683,3
514,1676,3
585,55553,1
181,2400,3
294,48516,4.5
382,66371,2.5
149,70286,3.5
517,223,4.5
159,6482,3
481,249,3
84,593,2.5
231,196,3
362,2716,4
54,1100,3
417,316,3
475,417,5
382,4878,3.5
271,6863,3
95,1297,5
8,1214,4
588,8636,3
481,1608,1.5
386,7361,3.5
475,6365,4
348,1091,4
474,4958,3
221,986,4
528,2413,2.5
517,8529,3.5
149,8578,3.5
510,597,4
453,71745,2.5
395,3089,5
558,6502,3.5
39,1732,5
517,5459,4
283,2116,1.5
96,266,3
11,36708,4
13,2735,1
565,3392,1
253,5418,2
110,6553,4
441,1372,4
218,4427,3
222,858,4.5
323,42002,3.5
162,39183,2.5
348,899,4
526,4308,4
377,5092,1.5
171,27912,3
120,131130,5
409,140174,3.5
475,4714,2
525,1089,5
19,1580,3
24,4014,4
509,912,4
592,56949,3
75,2028,4.5
94,49649,4.5
71,5952,4
105,1220,3.5
155,1721,3.5
133,597,3
513,371,4
212,47,5
362,4370,1
71,588,3
395,592,4
171,2968,4
514,103249,3.5
110,49530,3.5
37,2064,4
100,4308,2.5
550,64969,3
500,1207,4
261,3893,3
95,1247,4.5
441,1580,4
500,1544,2
119,91542,4.5
382,84954,0.5
398,117466,4.5
276,500,3.5
272,53972,4
43,73015,2
528,72,1
508,2986,1
510,3969,2.5
402,3108,4
149,4368,2.5
366,122918,3.5
514,356,4.5
558,104,4
163,3196,4
474,95,2.5
355,73017,2.5
58,105355,4
345,68358,4.5
519,2474,4.5
25,8784,3
98,296,3.5
314,293,5
500,3499,3
565,216,2.5
110,8623,3
134,5541,4.5
382,67267,2
565,8477,4
560,2949,4
159,43919,1
246,588,3
444,49530,4
149,58332,3
248,33615,3
526,4700,4
409,112171,4
576,5064,3
95,3448,4.5
24,1792,4
505,1377,3
534,88125,4
171,6936,4
462,3255,3
570,64614,5
474,4447,3.5
526,1994,4
367,80549,4
105,2420,3
13,3503,5
540,1375,3
501,748,2
496,1704,3
268,3930,3
150,3499,3
608,1748,5
272,367,1
519,1923,3.5
295,93510,3
503,1653,4
306,296,3
51,106782,4
515,1172,5
497,7153,4
594,1682,4
156,2770,2.5
175,1373,2
317,266,3
488,27846,4
163,3868,4
201,3527,3
222,33437,5
108,112556,4
188,70286,5
501,3767,2
537,2628,1.5
596,71264,4
129,315,3
365,5010,5
209,608,4
382,72226,1.5
565,75947,2
475,5673,5
500,2710,1
155,4886,4
565,104925,2.5
500,595,3
517,97306,4.5
83,356,3
11,4370,4
13,471,4
365,5630,3.5
140,1556,1
246,6,3
171,4077,4
475,25834,4
0,6220,4
24,5410,3
71,1682,3.5
19,3017,3
576,5481,2
549,48394,3.5
276,2273,3
570,132046,1
571,551,2
120,118270,5
159,2949,4
231,2527,4
149,30793,2.5
188,2115,5
110,39715,1
266,8636,5
43,3005,1
565,170551,2.5
405,1265,3
171,1343,4.5
108,377,5
442,2947,5
526,788,0.5
148,2912,3.5
78,4975,4
114,480,3
171,36535,3.5
3,2628,1.5
509,57669,3.5
544,166461,3
270,3037,2.5
542,3578,5
134,2324,3.5
181,1242,4
565,1230,4
310,780,3.5
46,2529,3
24,66934,5
171,3498,4
219,4270,0.5
475,4757,3
68,1991,2
543,364,1.5
407,7439,3
517,86237,5
547,3408,4.5
141,1340,3
565,3328,3
34,2770,3
431,8873,4
35,1221,4
346,317,3
117,122916,5
164,2,1
231,2989,4
547,4995,4.5
223,141,3
120,49013,3.5
299,1,3
366,76251,4
65,97866,4.5
44,95105,2.5
110,33880,4.5
272,27904,4
258,1136,5
295,34048,3.5
17,595,5
474,7143,3.5
43,2289,5
10,2384,0.5
178,1792,3.5
475,4887,2
122,84152,5
349,5349,3.5
234,69844,2
65,81564,3.5
182,3783,4
210,953,5
475,4451,3.5
66,4149,4
393,55620,3.5
352,165,1
87,648,3
475,64839,4
601,788,4
517,337,4
522,2762,4
566,122926,4
98,1380,4.5
221,667,3
368,2571,5
306,356,3
13,215,5
365,2124,4
389,277,3
328,4223,4
390,31,3.5
43,3869,4
475,90405,3.5
65,52973,3.5
59,344,3
45,96079,3
352,2763,4
11,802,2.5
352,1291,4
552,43836,1.5
382,57669,2.5
421,2533,5
228,6863,4
365,8464,4
225,2329,4.5
238,110,3.5
525,4231,3.5
552,34534,3
43,60074,2
576,1748,4
475,4878,5
146,371,4
475,1265,4
272,2840,1.5
397,356,3.5
13,1150,4
0,96432,4
410,6059,5
500,1407,3
588,6874,2.5
452,318,5
455,34,2.5
127,2706,3
192,10,4
82,8950,4
561,5,5
526,55290,3.5
386,8361,3
519,5597,1
532,8970,4
215,1573,4
481,8387,0.5
405,40819,4
249,1517,4
238,1210,4
334,80463,4
120,91666,4
77,147380,4.5
574,7,3
565,1663,2.5
210,3342,3
127,6870,3
175,2699,3
149,8636,4
498,177593,5
522,136840,3.5
539,3654,5
468,3578,5
273,7451,3
159,2617,4
278,1729,4.5
296,5349,4
565,1609,2.5
11,1221,3.5
313,362,5
3,2046,4
12,1672,4
576,70,3
178,2657,3
592,51834,1.5
358,735,4
574,2858,5
483,1198,4
319,98809,1
410,33794,5
105,8195,4
228,6251,2
80,6539,4.5
171,1389,1.5
355,8874,3.5
600,105844,4
25,59315,3
431,59220,3.5
475,4849,3
298,3825,4
266,786,2.5
147,27773,4
474,8982,3
159,170813,3
183,6502,4
431,2700,2
33,33166,4
526,5444,4
546,3396,4.5
86,344,3
276,3354,3.5
246,2060,2
473,1722,3
500,1485,2.5
430,5349,3.5
554,34,3
201,247,4
488,1464,5
272,380,3.5
150,7438,3
503,4366,3
181,73,3
123,4090,3
314,115713,4
120,4700,1.5
171,1797,4
247,8798,5
500,2580,2.5
185,2002,1.5
80,223,4
431,1895,3
340,356,5
349,507,4
398,293,4.5
475,46,2
134,115617,3
252,93838,3.5
219,3809,3
446,7050,4
417,377,3
181,4880,2
65,4069,3
241,2359,3
565,4043,3
453,56145,3
282,990,3
108,139385,4.5
577,783,4
167,5377,4
250,7079,4.5
110,19,2
240,861,3.5
536,1288,3.5
11,2355,3.5
110,1918,0.5
431,81932,4
453,1252,4
159,59429,3
525,5650,2
228,7022,3.5
43,46972,3
413,1234,4
545,8636,5
0,1089,4
28,2502,1.5
503,1931,5
294,65130,3
221,3,5
515,1589,4
475,48142,3.5
431,2294,3
68,1081,2
475,8644,3.5
501,2670,3
407,60684,2.5
343,919,5
584,2366,3.5
501,903,3
452,249,3
222,527,3
298,3466,5
0,3635,5
80,7022,5
288,6373,3
314,67734,4
107,1942,4.5
236,1213,4
33,349,4
1,32587,4
455,145283,3.5
141,1326,2
178,837,2.5
519,21,3.5
413,1254,5
213,128360,4
110,27846,3
223,2,4
238,588,3
76,2067,4
377,2421,3
26,344,2
